,Unnamed: 0,title,is_fake
1785,1785,сборная_NOUN россия_NOUN футбол_NOUN разгромить_VERB финляндия_NOUN,0
1786,1786,премия_NOUN корней_NOUN чуковский_NOUN присуждать_VERB эдуард_NOUN успенский_NOUN,0
1787,1787,центробанк_NOUN швеция_NOUN снижать_VERB базовый_ADJ ставка_NOUN впервые_ADV год_NOUN,0
1788,1788,иностранный_ADJ производитель_NOUN обязывать_VERB маркировать_VERB товар_NOUN сделать_VERB недружественный_ADJ страна_NOUN,1
1789,1789,джоан_NOUN роулинг_NOUN запускать_VERB сайт_NOUN намек_NOUN продолжение_NOUN поттериана_NOUN,0
1790,1790,выходить_VERB первый_ADJ православный_ADJ энциклопедия_NOUN,0
1791,1791,ржд_NOUN выступать_VERB инициатива_NOUN замедлять_VERB скорость_NOUN самолет_NOUN,1
1792,1792,сентябрь_NOUN российский_ADJ школа_NOUN вместо_ADP английский_ADJ преподавать_VERB эсперанто_NOUN,1
1793,1793,авиакомпания_NOUN сша_NOUN европа_NOUN создавать_VERB крупный_ADJ трансатлантический_ADJ альянс_NOUN,0
1794,1794,завод_NOUN тинькофф_NOUN выпускать_VERB хлеб_NOUN,0
1795,1795,команда_NOUN овечкин_NOUN выбывать_VERB кубок_NOUN стэнли_NOUN,0
1796,1796,владивосток_NOUN неизвестный_ADJ похищать_VERB лидер_NOUN местный_ADJ движение_NOUN сталин_NOUN отправлять_VERB кндр_NOUN,1
1797,1797,амели_NOUN получать_VERB чертов_ADJ дюжина_NOUN сезар_NOUN,0
1798,1798,цб_NOUN отзывать_VERB лицензия_NOUN московский_ADJ айманибанк_NOUN,0
1799,1799,журналист_NOUN замечать_VERB стол_NOUN никита_NOUN михалков_NOUN портрет_NOUN владимир_NOUN путин_NOUN,1
1800,1800,актриса_NOUN саша_NOUN грей_NOUN получать_VERB российский_ADJ гражданство_NOUN,1
1801,1801,просветительский_ADJ марафон_NOUN российский_ADJ школьник_NOUN объяснять_VERB почему_ADV гарри_NOUN поттер_NOUN гореть_VERB ад_NOUN,1
1802,1802,электрол_NOUN снимать_VERB облачный_ADJ рябь_NOUN остров_NOUN индийский_ADJ океан_NOUN,0
1803,1803,компенсация_NOUN аэрофлот_NOUN лизинг_NOUN забывать_VERB закладывать_VERB бюджет_NOUN,0
1804,1804,астроном_NOUN исследовать_VERB история_NOUN древний_ADJ звезда_NOUN планета_NOUN,0
1805,1805,роспотребнадзор_NOUN обязывать_VERB американский_ADJ фастфуд_NOUN работать_VERB россия_NOUN добавлять_VERB меню_NOUN блюдо_NOUN русский_NOUN кухня_NOUN,1
1806,1806,жюри_NOUN каннский_ADJ фестиваль_NOUN впервые_ADV возглавлять_VERB испанец_NOUN,0
1807,1807,илона_NOUN маск_NOUN предлагать_VERB вознаграждение_NOUN поимка_NOUN злоумышленник_NOUN вырывать_VERB страница_NOUN советский_ADJ учебник_NOUN физика_NOUN,1
1808,1808,foreign_X office_X капитан_NOUN эсминец_NOUN defender_X подавать_VERB отставка_NOUN месяц_NOUN назад_ADV,1
1809,1809,дмитрий_NOUN муратов_NOUN посоветовать_VERB отказываться_VERB нобелевский_ADJ премия_NOUN польза_NOUN захар_NOUN прилепин_NOUN,1
1810,1810,сирия_NOUN объявлять_VERB снижение_NOUN пенсионный_ADJ возраст_NOUN,1
1811,1811,накануне_ADP день_NOUN вмф_NOUN петербург_NOUN проходить_VERB конференция_NOUN роль_NOUN гомосексуализм_NOUN укрепление_NOUN флотский_ADJ товарищество_NOUN,1
1812,1812,первый_ADJ продуктовый_ADJ карточка_NOUN россия_NOUN получать_VERB депутат_NOUN госдума_NOUN,1
1813,1813,называть_VERB самый_DET задолжать_VERB страна_NOUN европа_NOUN,0
1814,1814,россия_NOUN работать_VERB половина_NOUN авиапарк_NOUN,0
1815,1815,депутат_NOUN придумывать_VERB российский_ADJ садиться_VERB передвижной_ADJ магазин_NOUN водка_NOUN,0
1816,1816,рпц_NOUN требовать_VERB дисквалифицировать_VERB виталина_NOUN бацарашкин_NOUN использование_NOUN магический_ADJ амулет_NOUN олимпиада_NOUN,1
1817,1817,пентагон_NOUN православный_ADJ храм_NOUN становиться_VERB ориентир_NOUN бомбардировка_NOUN случай_NOUN война_NOUN россия_NOUN,1
1818,1818,кубок_NOUN дэвис_NOUN выигрывать_VERB парная_ADJ встреча_NOUN француз_NOUN выходить_VERB вперед_ADV,0
1819,1819,апрель_NOUN павильон_NOUN космос_NOUN вднх_NOUN открываться_VERB выставкапродажа_NOUN деликатес_NOUN камчатка_NOUN,1
1820,1820,хусейн_NOUN амини_NOUN дорабатывать_VERB сценарий_NOUN белоснежка_NOUN егерь_NOUN,0
1821,1821,алексей_NOUN панин_NOUN предъявлять_VERB обвинение_NOUN организация_NOUN похищение_NOUN собака_NOUN леди_NOUN гага_NOUN,1
1822,1822,cnn_X зацензурировать_VERB ангелина_NOUN мельников_NOUN церемония_NOUN награждение_NOUN олимпийский_ADJ медаль_NOUN,1
1823,1823,людмила_NOUN петрушевская_NOUN презентовать_VERB киев_NOUN новый_ADJ книга_NOUN поросенок_NOUN петр_NOUN возвращаться_VERB,1
1824,1824,арестованный_NOUN участник_NOUN захват_NOUN капитолий_NOUN включать_VERB программа_NOUN испытание_NOUN вакцина_NOUN pfizer_X,1
1825,1825,европейский_ADJ вуз_NOUN отказываться_VERB изучение_NOUN изза_NOUN ассоциация_NOUN лидер_NOUN кнр_NOUN,1
1826,1826,орешкин_NOUN увидеть_VERB возможность_NOUN сберегать_VERB резервный_ADJ фонд_NOUN,0
1827,1827,биатлонист_NOUN сергей_NOUN чепиков_NOUN становиться_VERB второй_ADJ гонка_NOUN преследование_NOUN этап_NOUN кубок_NOUN мир_NOUN,0
1828,1828,госдума_NOUN предлагать_VERB запрещать_VERB продажа_NOUN алкоголь_NOUN нерабочий_ADJ день_NOUN,1
1829,1829,курс_NOUN доллар_NOUN упасть_VERB копейка_NOUN фон_NOUN дорожать_VERB нефть_NOUN,0
1830,1830,сборная_NOUN россия_NOUN отстранять_VERB участие_NOUN чемпионат_NOUN европа_NOUN баскетбол_NOUN,0
1831,1831,фабрегаснуть_VERB отказываться_VERB переход_NOUN барселона_NOUN,0
1832,1832,лондонский_ADJ конкурс_NOUN двойник_NOUN мистер_NOUN бина_NOUN побеждать_VERB аутист_NOUN саратов_NOUN,1
1833,1833,архив_NOUN алиса_NOUN страна_NOUN чудо_NOUN идти_VERB молоток_NOUN,0
1834,1834,взламывать_VERB коллцентр_NOUN матросский_ADJ тишина_NOUN утекать_VERB данные_NOUN миллион_NOUN клиент_NOUN сбербанк_NOUN,1
1835,1835,российский_ADJ фристайлист_NOUN проигрывать_VERB украинец_NOUN борьба_NOUN золото_NOUN,0
1836,1836,основатель_NOUN издательство_NOUN черный_ADJ сотня_NOUN называть_VERB слух_NOUN антисемитизм_NOUN еврейский_ADJ вранье_NOUN,1
1837,1837,nvidia_X предсказывать_VERB сокращение_NOUN выручка_NOUN вдвое_ADV,0
1838,1838,китайский_ADJ ученый_NOUN находить_VERB скелет_NOUN динозавраневидимка_NOUN,0
1839,1839,генеральный_ADJ прокурор_NOUN сша_NOUN начинать_VERB расследование_NOUN против_ADP российский_ADJ спортсмен_NOUN участвовать_VERB олимпиада_NOUN,1
1840,1840,русский_ADJ стандарт_NOUN оставаться_VERB единственный_ADJ претендент_NOUN nemiroff_X,0
1841,1841,хоккеист_NOUN бросать_VERB сборная_NOUN ради_ADP российский_ADJ паспорт_NOUN,0
1842,1842,ученый_NOUN сколково_ADV извиняться_VERB массовый_ADJ сбой_NOUN работа_NOUN интернет_NOUN,1
1843,1843,михаил_NOUN горбачев_NOUN вызывать_VERB московский_ADJ суд_NOUN иск_NOUN нод_NOUN,1
1844,1844,постановление_NOUN сергей_NOUN аксенов_NOUN вводиться_VERB плата_NOUN проезд_NOUN территория_NOUN крым_NOUN,1
1845,1845,мид_NOUN германия_NOUN оркестр_NOUN встреча_NOUN юлия_NOUN навальный_ADJ аэропорт_NOUN предоставлять_VERB частный_ADJ компания_NOUN,1
1846,1846,the_X postal_X service_X выкладывать_VERB сеть_NOUN неизвестный_ADJ песня_NOUN,0
1847,1847,банк_NOUN англия_NOUN пообещать_VERB заливать_VERB brexit_X сотня_NOUN миллиард_NOUN доллар_NOUN,0
1848,1848,телевидение_NOUN туркменистан_NOUN объявлять_VERB гурбангулы_NOUN бердымухамедов_NOUN победитель_NOUN евровидение_NOUN,1
1849,1849,курс_NOUN доллар_NOUN опускаться_VERB низко_ADV рубль_NOUN,0
1850,1850,украинский_ADJ боксер_NOUN усик_NOUN побеждать_VERB россиянин_NOUN князева_NOUN,0
1851,1851,рейс_NOUN владивостокпекин_NOUN впервые_ADV история_NOUN пройти_VERB территория_NOUN белоруссия_NOUN,1
1852,1852,посол_NOUN россия_NOUN анатолий_NOUN антонов_NOUN обсуждать_VERB член_NOUN движение_NOUN талибан_NOUN подрыв_NOUN антироссийский_ADJ усилие_NOUN сша_NOUN,1
1853,1853,вместе_ADV диагноз_NOUN кайлить_VERB миноуг_ADV получать_VERB предложение_NOUN рука_NOUN сердце_NOUN,0
1854,1854,россия_NOUN предлагать_VERB вводить_VERB процедура_NOUN публичный_ADJ раскаяние_NOUN признание_NOUN вина_NOUN работа_NOUN экстремистский_ADJ организация_NOUN,1
1855,1855,владимир_NOUN кличко_NOUN договариваться_VERB бой_NOUN сэмюэл_NOUN питер_NOUN,0
1856,1856,детский_ADJ дом_NOUN саратовский_ADJ область_NOUN признавать_VERB иностранный_ADJ агент_NOUN,1
1857,1857,amnesty_X international_X признавать_VERB скопинский_ADJ маньяк_NOUN узник_NOUN совесть_NOUN,1
1858,1858,объект_NOUN дочка_NOUN роснефть_NOUN тамбов_NOUN происходить_VERB пожар_NOUN,0
1859,1859,минпросвещение_NOUN предлагать_VERB оплачивать_VERB аборт_NOUN несовершеннолетний_ADJ ученица_NOUN бюджет_NOUN школа_NOUN,1
1860,1860,определяться_VERB весь_DET полуфиналист_NOUN лига_NOUN европа_NOUN,0
1861,1861,белорус_NOUN обязывать_VERB вешать_VERB портрет_NOUN лукашенко_NOUN свой_DET квартира_NOUN,1
1862,1862,опубликовывать_VERB рейтинг_NOUN самый_DET богатый_ADJ человек_NOUN украина_NOUN,0
1863,1863,россиянин_NOUN который_DET привозить_VERB коронавирус_NOUN изза_NOUN граница_NOUN привлекать_VERB ответственность_NOUN,1
1864,1864,фсин_NOUN заводить_VERB официальный_ADJ аккаунт_NOUN tiktok_X,1
1865,1865,израиль_NOUN показывать_VERB беспилотник_NOUN россия_NOUN,0
1866,1866,российский_ADJ картина_NOUN везти_VERB швейцария_NOUN тайный_ADJ маршрут_NOUN,0
1867,1867,талибан_NOUN назначать_VERB кандагарский_ADJ мясник_NOUN посол_NOUN афганистан_NOUN россия_NOUN,1
1868,1868,витринатва_NOUN минцифра_NOUN заменять_VERB youtube_X федеральный_ADJ телевидение_NOUN,1
1869,1869,байден_NOUN извиняться_VERB кадыров_NOUN слово_NOUN путин_NOUN,1
1870,1870,редкость_NOUN левосторонний_ADJ улитка_NOUN связывать_VERB океанический_ADJ течение_NOUN,0
1871,1871,полиция_NOUN начинать_VERB изымать_VERB скоромный_ADJ продукт_NOUN столичный_ADJ супермаркет_NOUN,1
1872,1872,продавать_VERB аукцион_NOUN окурок_NOUN джордж_NOUN флойд_NOUN оказываться_VERB подделка_NOUN,1
1873,1873,напиток_NOUN черноголовка_NOUN опровергать_VERB подача_NOUN иск_NOUN heineken_X,0
1874,1874,взятка_NOUN камаз_NOUN десятирублевый_ADJ монета_NOUN признавать_VERB оптовый_ADJ партия_NOUN казачий_ADJ сувенир_NOUN,1
1875,1875,россия_NOUN вступаться_VERB проигрывать_VERB головкина_NOUN,0
1876,1876,дом_NOUN свыше_ADP драгоценный_ADJ предмет_NOUN производство_NOUN erich_X krause_X фбк_X выпускать_VERB фильмрасследование_NOUN анатолий_NOUN вассерман_NOUN,1
1877,1877,sony_X подтверждать_VERB разработка_NOUN hdверсий_X ratchet_X clank_X,0
1878,1878,существование_NOUN темный_ADJ энергия_NOUN поставлять_VERB сомнение_NOUN,0
1879,1879,москва_NOUN подавать_VERB заявка_NOUN чемпионат_NOUN мир_NOUN фигурный_ADJ катание_NOUN,0
1880,1880,gorillaz_X выпускать_VERB четыре_NUM клип_NOUN песня_NOUN грядущий_VERB альбом_NOUN,0
1881,1881,задерживать_VERB митинг_NOUN январь_NOUN поехать_VERB достраивать_VERB объект_NOUN геленджик_NOUN,1
1882,1882,минздрав_NOUN фрг_NOUN газообразный_ADJ версия_NOUN вакцина_NOUN pfizer_X скоро_ADV поступать_VERB лагерь_NOUN covidдиссидентов_X,1
1883,1883,новорязанский_ADJ шоссе_NOUN подмосковье_NOUN организовывать_VERB левосторонний_ADJ движение_NOUN,1
1884,1884,зюганов_NOUN советский_ADJ время_NOUN навальный_ADJ судить_VERB спекуляция_NOUN,1
1885,1885,норвегия_NOUN обвинять_VERB россия_NOUN попытка_NOUN останавливать_VERB гольфстрим_NOUN,1
1886,1886,xx_X съезд_NOUN единый_ADJ россия_NOUN дмитрий_NOUN медведев_NOUN выступать_VERB доклад_NOUN культ_NOUN личность_NOUN последствие_NOUN,1
1887,1887,скачок_NOUN цена_NOUN нефть_NOUN смочь_VERB побивать_VERB рекорд_NOUN год_NOUN,0
1888,1888,акция_NOUN уралкалий_NOUN вырастать_VERB процент_NOUN несколько_ADV час_NOUN,0
1889,1889,рабочий_ADJ уралвагонзавод_NOUN единогласно_ADV поддерживать_VERB решение_NOUN признание_NOUN телеканал_NOUN дождь_NOUN иностранный_ADJ агент_NOUN,1
1890,1890,apple_X обгонять_VERB google_X рыночный_ADJ стоимость_NOUN,0
1891,1891,последний_ADJ часть_NOUN вампирский_ADJ сумерки_NOUN разделять_VERB фильм_NOUN,0
1892,1892,youtube_X ошибка_NOUN скрывать_VERB счетчик_NOUN лайков_NOUN ролик_NOUN российский_ADJ оппозиционер_NOUN,1
1893,1893,посольство_NOUN кнр_NOUN награждать_VERB автор_NOUN паблик_NOUN компартия_NOUN китай_NOUN путевка_NOUN санаторий_NOUN,1
1894,1894,mash_X удалять_VERB кадр_NOUN золотой_ADJ батон_NOUN видео_NOUN дворец_NOUN геленджик_NOUN,1
1895,1895,мкс_NOUN подключать_VERB система_NOUN фсин_NOUN письмо_NOUN,1
1896,1896,министерство_NOUN культура_NOUN отказываться_VERB участвовать_VERB спор_NOUN скифский_ADJ золото_NOUN,0
1897,1897,пограничник_NOUN обстреливать_VERB фрегат_NOUN адмирал_NOUN эссен_NOUN принимать_VERB эсминец_NOUN дефендер_NOUN,1
1898,1898,леонид_NOUN каневский_NOUN назначать_VERB глава_NOUN следственный_ADJ комитет_NOUN москва_NOUN,1
1899,1899,вопрос_NOUN нехватка_NOUN мигрант_NOUN решать_VERB привлечение_NOUN школьник_NOUN,1
1900,1900,минсельхоз_NOUN предлагать_VERB вернуть_VERB трудодень_NOUN,1
1901,1901,столетний_ADJ цветной_ADJ фотография_NOUN находить_VERB чердак_NOUN,0
1902,1902,рпц_NOUN лишать_VERB сан_NOUN священник_NOUN партбилет_NOUN единый_ADJ россия_NOUN,1
1903,1903,среда_NOUN проходить_VERB футбольный_ADJ матч_NOUN чемпионат_NOUN мир_NOUN год_NOUN,0
1904,1904,лайам_NOUN нисон_NOUN принимать_VERB американский_ADJ гражданство_NOUN,0
1905,1905,адмирал_NOUN кузнецов_NOUN оставаться_VERB дубай_NOUN окончание_NOUN переговоры_NOUN опек_NOUN,1
1906,1906,российский_ADJ гроссмейстер_NOUN проигрывать_VERB финал_NOUN чемпионат_NOUN мир_NOUN быстрый_ADJ шахматы_NOUN,0
1907,1907,забастовка_NOUN игрок_NOUN ростов_NOUN оказываться_VERB восстановительный_ADJ тренировка_NOUN,0
1908,1908,минцифра_NOUN объявлять_VERB переход_NOUN windows_X xp_X windows_X,1
1909,1909,февраль_NOUN акция_NOUN фбк_X проходить_VERB кухня_NOUN активист_NOUN,1
1910,1910,кобзон_NOUN отказываться_VERB ехать_VERB продажный_ADJ марионеточный_ADJ украина_NOUN,0
1911,1911,шахтер_NOUN кузбасс_NOUN изымать_VERB тысяча_NOUN фонарик_NOUN,1
1912,1912,глава_NOUN центральный_ADJ командование_NOUN вс_NOUN сша_NOUN оштрафовать_VERB доллар_NOUN ракетный_ADJ удар_NOUN гражданский_ADJ кабул_NOUN,1
1913,1913,китаец_NOUN называть_VERB создатель_NOUN google_X крупный_ADJ российский_ADJ миллиардер_NOUN,0
1914,1914,депутат_NOUN законодательно_ADV запрещать_VERB называть_VERB россия_NOUN мордор_NOUN,1
1915,1915,рутениевый_ADJ кольцо_NOUN россия_NOUN появляться_VERB сеть_NOUN туристический_ADJ маршрут_NOUN самый_DET экологически_ADV загрязненный_ADJ место_NOUN,1
1916,1916,кредитор_NOUN сибирь_NOUN останавливать_VERB слияние_NOUN внуковский_ADJ авиалиния_NOUN,0
1917,1917,россиянин_NOUN уходить_VERB отпуск_NOUN конец_NOUN декабрь_NOUN лишаться_VERB новогодний_ADJ каникулы_NOUN,1
1918,1918,честь_NOUN день_NOUN город_NOUN москва_NOUN открывать_VERB новый_ADJ миграционный_ADJ центр_NOUN,1
1919,1919,пассажир_NOUN поезд_NOUN москва_NOUN владивосток_NOUN вернуть_VERB место_NOUN отправление_NOUN,1
1920,1920,стивен_NOUN спилберг_NOUN получать_VERB премия_NOUN кеннеди_NOUN,0
1921,1921,участник_NOUN алый_ADJ парус_NOUN отправляться_VERB закрытый_ADJ тур_NOUN соловки_NOUN,1
1922,1922,вор_NOUN закон_NOUN получать_VERB отпуск_NOUN заключение_NOUN участие_NOUN петербургский_ADJ экономический_ADJ форум_NOUN,1
1923,1923,милон_NOUN потребовать_VERB убирать_VERB учебник_NOUN упоминание_NOUN писистрат_NOUN гейлюссака_NOUN,1
1924,1924,воз_NOUN потребовать_VERB весь_DET авиакомпания_NOUN нарисовать_VERB маска_NOUN нос_NOUN самолет_NOUN,1
1925,1925,рубин_NOUN проигрывать_VERB крыло_NOUN тур_NOUN чемпионат_NOUN россия_NOUN,0
1926,1926,навальный_ADJ заявлять_VERB впервые_ADV почувствовать_VERB плохо_ADV чехия_NOUN год_NOUN,1
1927,1927,вкладчик_NOUN приносить_VERB сбербанк_NOUN миллиард_NOUN рубль_NOUN год_NOUN,0
1928,1928,иностранный_ADJ нефтегазовый_ADJ оборудование_NOUN заменять_VERB российский_ADJ четыре_NUM год_NOUN,0
1929,1929,хороший_ADJ клуб_NOUN мир_NOUN называть_VERB реал_NOUN спартак_NOUN место_NOUN,0
1930,1930,минэкономразвития_NOUN отчитываться_VERB рост_NOUN цена_NOUN попадать_VERB санкция_NOUN продукт_NOUN,0
1931,1931,госпитализировать_VERB силовой_ADJ прием_NOUN датский_ADJ хоккеист_NOUN пропустить_VERB остаток_NOUN чм_X,0
1932,1932,китай_NOUN прощать_VERB долг_NOUN ипотека_NOUN гражданин_NOUN высокий_ADJ социальный_ADJ рейтинг_NOUN,1
1933,1933,курникова_NOUN выходить_VERB финал_NOUN australian_X open_X,0
1934,1934,лазер_NOUN использовать_VERB спутниковый_ADJ связь_NOUN,0
1935,1935,путин_NOUN вставать_VERB защита_NOUN миноритарий_NOUN российский_ADJ компания_NOUN,0
1936,1936,спартак_NOUN вылетать_VERB лига_NOUN чемпион_NOUN,0
1937,1937,чиновник_NOUN разрешать_VERB сбивать_VERB пешеход_NOUN чрезвычайный_ADJ обстоятельство_NOUN,1
1938,1938,москва_NOUN петербург_NOUN показывать_VERB лоуренс_NOUN аравийский_ADJ,0
1939,1939,внешний_ADJ долг_NOUN компания_NOUN рф_NOUN предсказывать_VERB возврат_NOUN докризисный_ADJ уровень_NOUN,0
1940,1940,спартак_NOUN обыгрывать_VERB бенфик_NOUN лига_NOUN чемпион_NOUN,0
1941,1941,старый_ADJ член_NOUN либертарианский_ADJ партия_NOUN россия_NOUN исполняться_VERB год_NOUN,1
1942,1942,сша_NOUN наказывать_VERB украина_NOUN пиратство_NOUN,0
1943,1943,сборная_NOUN россия_NOUN лыжный_ADJ гонки_NOUN получать_VERB главный_ADJ тренер_NOUN,0
1944,1944,лукашенко_NOUN предъявлять_VERB россия_NOUN новый_ADJ газовый_ADJ ультиматум_NOUN,0
1945,1945,парламент_NOUN нидерланды_NOUN запрещать_VERB называть_VERB представитель_NOUN лгбт_X меньшинство_NOUN,1
1946,1946,участник_NOUN незаконный_ADJ митинг_NOUN призывать_VERB военный_ADJ сбор_NOUN,1
1947,1947,елена_NOUN дементьева_NOUN выходить_VERB финал_NOUN турнир_NOUN сша_NOUN,0
1948,1948,экипаж_NOUN зубков_NOUN останавливаться_VERB шаг_NOUN олимпийский_ADJ медаль_NOUN,0
1949,1949,интервью_NOUN дмитрий_NOUN медведев_NOUN,1
1950,1950,совет_NOUN право_NOUN человек_NOUN призывать_VERB жестоко_ADV наказывать_VERB лгбтсемья_NOUN публикация_NOUN вкусвилл_NOUN,1
1951,1951,вакцинация_NOUN владимир_NOUN путин_NOUN отменять_VERB изза_NOUN опоздание_NOUN поликлиника_NOUN,1
1952,1952,япония_NOUN объявлять_VERB розыск_NOUN гражданин_NOUN россия_NOUN подозрение_NOUN причастность_NOUN землетрясение_NOUN год_NOUN,1
1953,1953,власть_NOUN решать_VERB карать_VERB плохой_ADJ прогноз_NOUN цена_NOUN бензин_NOUN,0
1954,1954,становиться_VERB мемой_NOUN бюст_NOUN роналд_NOUN исчезать_VERB португальский_ADJ аэропорт_NOUN,0
1955,1955,фанат_NOUN булгаков_NOUN сжигать_VERB рукопись_NOUN мастер_NOUN маргарита_NOUN музей_NOUN писатель_NOUN,1
1956,1956,российский_ADJ ввп_NOUN сокращаться_VERB первый_ADJ квартал_NOUN семь_NUM процент_NOUN,0
1957,1957,первый_ADJ канал_NOUN роскосмос_NOUN построить_VERB телерадиовещательный_ADJ башня_NOUN луна_NOUN,1
1958,1958,боткинский_ADJ больница_NOUN впервые_ADV мир_NOUN проводить_VERB операция_NOUN трансплантация_NOUN русский_ADJ дух_NOUN,1
1959,1959,шпион_NOUN нато_NOUN засылать_VERB химбат_NOUN волгоград_NOUN написать_VERB рапорт_NOUN увольнение_NOUN,1
1960,1960,судебный_ADJ пристав_NOUN захотеть_VERB отчитываться_VERB госдума_NOUN конфликт_NOUN вокруг_ADP котласский_ADJ цбк_X,0
1961,1961,кинематографист_NOUN заступаться_VERB директор_NOUN музей_NOUN кино_NOUN,0
1962,1962,коломойский_ADJ обращаться_VERB лондонский_ADJ суд_NOUN иск_NOUN нафтогаз_NOUN,0
1963,1963,спартак_NOUN кубань_NOUN сыграть_VERB вничью_ADV чемпионат_NOUN россия_NOUN,0
1964,1964,эвакуировать_VERB омск_NOUN афганец_NOUN попросить_VERB отправлять_VERB обратно_ADV кабул_NOUN,1
1965,1965,трамп_NOUN проконсультировать_VERB кремль_NOUN повод_NOUN введение_NOUN ответный_ADJ санкция_NOUN отношение_NOUN сша_NOUN,1
1966,1966,альфабанк_NOUN решать_VERB публиковать_VERB переписка_NOUN недовольный_ADJ клиент_NOUN,0
1967,1967,замечать_VERB массовый_ADJ исчезновение_NOUN весь_DET насекомое_NOUN мир_NOUN,0
1968,1968,европарламент_NOUN призывать_VERB пересматривать_VERB формат_NOUN март_NOUN изза_NOUN пропаганда_NOUN бинарный_ADJ гендерный_ADJ система_NOUN,1
1969,1969,тувалу_NOUN отказывать_VERB россия_NOUN подписание_NOUN договор_NOUN неразмещение_NOUN оружие_NOUN космос_NOUN,1
1970,1970,ленинградский_ADJ вокзал_NOUN москва_NOUN задерживать_VERB физикатеоретик_NOUN отказываться_VERB подымать_VERB жестяной_ADJ банка_NOUN просьба_NOUN полицейский_NOUN,1
1971,1971,эксперт_NOUN объяснять_VERB россиянин_NOUN вред_NOUN чрезмерный_ADJ критика_NOUN государство_NOUN,1
1972,1972,россия_NOUN отказываться_VERB поддерживать_VERB решение_NOUN опек_NOUN сокращение_NOUN добыча_NOUN нефть_NOUN,0
1973,1973,жанлюк_NOUN годар_NOUN снимать_VERB кино_NOUN говорить_VERB собака_NOUN,0
1974,1974,библейский_ADJ чудо_NOUN находить_VERB тривиальный_ADJ объяснение_NOUN,0
1975,1975,павленский_ADJ признавать_VERB вменяемый_VERB,0
1976,1976,полицейский_NOUN фрг_NOUN грести_VERB деньги_NOUN лопата_NOUN,0
1977,1977,вертолетоносец_NOUN вмс_NOUN сша_NOUN оказываться_VERB небоеспособный_ADJ,0
1978,1978,настоящий_ADJ мужик_NOUN вонючий_ADJ айдол_NOUN кореец_NOUN восхищаться_VERB творчество_NOUN моргенштерн_NOUN,1
1979,1979,boeing_X изменять_VERB схема_NOUN поставка_NOUN защита_NOUN природный_ADJ катастрофа_NOUN,0
1980,1980,россиянин_NOUN запрещать_VERB размещать_VERB сеть_NOUN информация_NOUN высокий_ADJ уровень_NOUN жизнь_NOUN рубеж_NOUN,1
1981,1981,россия_NOUN запрещать_VERB выгул_NOUN домашний_ADJ животное_NOUN температура_NOUN низкий_ADJ,1
1982,1982,national_X geographic_X снимать_VERB фильм_NOUN полярный_ADJ медведь_NOUN использование_NOUN бурый_ADJ,1
1983,1983,оскар_NOUN де_PART ла_X хойя_NOUN отказываться_VERB тренер_NOUN,0
1984,1984,россия_NOUN предлагать_VERB молдавия_NOUN скидка_NOUN газ_NOUN обмен_NOUN разрыв_NOUN энергодоговор_NOUN ес_NOUN,0
1985,1985,росгосстрах_NOUN продавать_VERB процент_NOUN акция_NOUN свой_DET сотрудник_NOUN,0
1986,1986,фильм_NOUN навальный_ADJ дворец_NOUN путин_NOUN выигрывать_VERB главный_ADJ приз_NOUN кинофестиваль_NOUN развесистый_ADJ клюква_NOUN,1
1987,1987,фанат_NOUN реал_NOUN расстраиваться_VERB изза_NOUN поражение_NOUN решать_VERB сжигать_VERB собственный_ADJ дом_NOUN,0
1988,1988,евро_NOUN подешеветь_VERB рубль_NOUN,0
1989,1989,сборная_NOUN россия_NOUN футбол_NOUN смениться_VERB прессатташе_NOUN,0
1990,1990,россия_NOUN запрещать_VERB передавать_VERB наследство_NOUN млн_X рубль_NOUN,1
1991,1991,рязанский_ADJ десантник_NOUN время_NOUN праздничный_ADJ учение_NOUN потерять_VERB аэромобильный_ADJ храм_NOUN,1
1992,1992,партия_NOUN конфета_NOUN гордон_NOUN шоколад_NOUN забраковывать_VERB изза_NOUN обнаруживать_VERB продукция_NOUN человеческий_ADJ волос_NOUN,1
1993,1993,дмитрий_NOUN медведев_NOUN инкогнито_ADV проверять_VERB работа_NOUN московский_ADJ алкомаркет_NOUN нерабочий_ADJ день_NOUN,1
1994,1994,руководящий_ADJ направлять_VERB роль_NOUN мужчина_NOUN семья_NOUN закреплять_VERB конституция_NOUN,1
1995,1995,джексон_NOUN платить_VERB репутация_NOUN недвижимость_NOUN,0
1996,1996,рекордный_ADJ спрос_NOUN gta_X iv_X повлиять_VERB продажа_NOUN консоль_NOUN,0
1997,1997,кризис_NOUN заставлять_VERB лукашенко_NOUN отказываться_VERB итальянский_ADJ костюм_NOUN новый_ADJ конек_NOUN,0
1998,1998,литва_NOUN обнаруживать_VERB забытый_ADJ время_NOUN ссср_NOUN ядерный_ADJ ракета_NOUN,1
1999,1999,сайдуллаев_NOUN лишать_VERB россия_NOUN русский_ADJ лото_NOUN,0
2000,2000,назарбаев_NOUN призывать_VERB начинать_VERB кампания_NOUN против_ADP пещерный_ADJ русский_ADJ националфашизм_NOUN,1
2001,2001,пункт_NOUN сдача_NOUN егэ_NOUN играть_VERB песня_NOUN телесериал_NOUN солдат_NOUN,1
